site_no,RBI,RBIrank,STANAME,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,CLASS,AGGECOREGION,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,FLOWYRS_1990_2009,wy00_09
1550000,0.322975693,551,"Lycoming Creek near Trout Run, PA",452.7,2,41.41841,-77.032746,PA,Ref,NorthEast,102.27,100.39,7.55,8.2,12.93,0.84,13.8,2.21,0.112,2.2,583,26.2,0.098,20,10
1552000,0.339397628,601,"Loyalsock Creek at Loyalsockville, PA",1129.5,2,41.325078,-76.912464,PA,Ref,NorthEast,113.41,106.58,7.42,9.1,13,0.806,15.6,2.41,0.17,3.7,580.8,26.5,0.08,20,10
1552500,0.403450696,707,"Muncy Creek near Sonestown, PA",60.6,2,41.357024,-76.534671,PA,Ref,NorthEast,122.85,114.35,6.82,7,12.63,0.71,14,2.45,0.232,2.5,561.5,27.9,0.066,20,10
1557500,0.310674569,514,"Bald Eagle Creek at Tyrone, PA",115.3,2,40.683673,-78.233624,PA,Ref,EastHghlnds,108.1,104.93,8.44,9,14.12,1.034,15.8,2.66,0.88,4,606.4,23.1,0.1,20,10
1564500,0.379851286,671,"Aughwick Creek near Three Springs, PA",445.6,2,40.212581,-77.925276,PA,Ref,EastHghlnds,103.05,98.59,10.27,10.5,15.76,0.656,16.8,4.31,0.437,4.7,671.2,19.2,0.072,20,10
1567500,0.339170725,599,"Bixler Run near Loysville, PA",38.8,2,40.370916,-77.402209,PA,Ref,EastHghlnds,107.84,106.67,10.6,10.7,15.93,0.477,16.3,4.52,0.376,4.9,694.6,18,0.065,20,10
1568000,0.373161801,656,"Sherman Creek at Shermans Dale, PA",534.4,2,40.323419,-77.16887,PA,Ref,EastHghlnds,109.33,108.43,10.59,10.9,15.87,0.754,17,4.7,0.53,5.5,693.5,18,0.061,20,10
1569800,0.103819144,124,"Letort Spring Run near Carlisle, PA",59.6,2,40.23481,-77.139424,PA,Non-ref,EastHghlnds,108.92,108.34,11.37,11.4,17.2,0.061,17.3,5.77,0.088,5.9,734.7,17.3,0.056,20,10
1580000,0.279932855,448,"DEER CREEK AT ROCKS, MD",244.4,2,39.629972,-76.403306,MD,Ref,SEPlains,114.61,116.76,11.19,11.8,17.31,0.225,18.1,5.72,0.109,5.7,709.9,15.5,0.045,20,10
1581500,0.90520228,1041,"BYNUM RUN AT BEL AIR, MD",21.7,2,39.541472,-76.330111,MD,Non-ref,SEPlains,122.28,122.53,12.19,12.3,18.68,0.042,18.6,6.3,0.106,6.5,755.2,13,0.06,10,10
1581700,0.424066356,736,"WINTERS RUN NEAR BENSON, MD",90.1,2,39.519944,-76.372972,MD,Non-ref,SEPlains,119.87,123.72,11.88,12.3,18.27,0.371,18.6,5.97,0.199,6.5,740.4,13.2,0.056,20,10
1581960,0.298435993,491,"BEETREE RUN AT BENTLEY SPRINGS, MD",25.5,2,39.673083,-76.675194,MD,Ref,SEPlains,114.81,116.12,10.87,10.9,17.17,0.025,17.2,5.78,0.175,5.6,694.6,16.1,0.041,10,10
1582000,0.26308793,410,"LITTLE FALLS AT BLUE MOUNT, MD",139.2,2,39.604083,-76.620472,MD,Non-ref,SEPlains,115.28,115.84,11.05,11.5,17.15,0.056,17.4,5.68,0.179,5.5,703.1,15.7,0.041,20,10
1583500,0.274821423,436,"WESTERN RUN AT WESTERN RUN, MD",155.8,2,39.510778,-76.6765,MD,Ref,SEPlains,114.68,115.82,11.63,12,17.73,0.36,18.4,5.88,0.193,6.1,728.7,13.9,0.042,20,10
1583580,0.253108819,387,"BAISMAN RUN AT BROADMOOR, MD",3.9,2,39.479472,-76.678028,MD,Ref,SEPlains,116.34,116.59,12.03,12.2,18.11,0.127,18.4,5.95,0.071,6.1,746.7,12.5,0.041,10,10
1584050,0.375156813,661,"LONG GREEN CREEK AT GLEN ARM, MD",24.1,2,39.454694,-76.478889,MD,Non-ref,SEPlains,120.29,120.76,12.36,12.5,18.62,0.026,18.6,6.46,0.134,6.6,762.9,12.7,0.046,20,10
1585090,1.100573354,1092,"WHITEMARSH RUN NEAR FULLERTON, MD",6.9,2,39.379583,-76.495806,MD,Non-ref,SEPlains,121.11,120.74,12.95,13,18.55,0.006,18.5,7.16,0.122,7.4,791.4,11.6,0.038,14,10
1585095,1.249904473,1118,"NORTH FORK WHITEMARSH RUN NEAR WHITE MARSH, MD",3.4,2,39.385889,-76.468861,MD,Non-ref,SEPlains,119.94,119.75,12.88,12.9,18.54,0.02,18.5,7.28,0.088,7.4,789.2,11,0.041,17,10
1585100,1.098751243,1090,"WHITEMARSH RUN AT WHITE MARSH, MD",19.7,2,39.370528,-76.445917,MD,Non-ref,SEPlains,120.27,118.27,12.95,13,18.54,0.018,18.5,7.32,0.18,7.7,791.9,11.3,0.04,17,10
1585104,0.908380561,1042,"HONEYGO RUN NEAR WHITE MARSH, MD",6.1,2,39.383,-76.432972,MD,Non-ref,SEPlains,119.51,118.56,12.85,12.9,18.53,0.018,18.5,7.39,0.185,7.7,788.1,11,0.044,10,10
1585230,1.266569413,1120,"MOORES RUN AT RADECKE AVE AT BALTIMORE, MD",9.1,2,39.330083,-76.534889,MD,Non-ref,SEPlains,120.03,118.68,13.18,13.3,18.54,0.009,18.5,7.5,0.216,7.9,804,11,0.039,13,10
1586210,0.330013163,576,"BEAVER RUN NEAR FINKSBURG, MD",36.5,2,39.489444,-76.902944,MD,Non-ref,SEPlains,111.02,111.45,11.71,11.9,17.71,0.158,18,6.17,0.209,5.8,734.7,14.7,0.051,20,10
1586610,0.325851153,562,"MORGAN RUN NEAR LOUISVILLE, MD",72.7,2,39.451889,-76.955306,MD,Ref,SEPlains,111.97,112.63,11.52,11.8,17.64,0.157,18,6.19,0.168,5.9,725.3,14.7,0.051,20,10
1589100,1.027679355,1076,"EAST BRANCH HERBERT RUN AT ARBUTUS, MD",6.4,2,39.24,-76.692194,MD,Non-ref,SEPlains,112.59,111.5,13.36,13.4,18.53,0.011,18.6,7.66,0.216,7.8,812.2,11,0.038,11,10
1589197,0.739790617,965,"GWYNNS FALLS NEAR DELIGHT, MD",10.6,2,39.442944,-76.783417,MD,Non-ref,SEPlains,114.85,115.44,11.71,11.8,18,0.079,18.2,5.92,0.043,5.9,731.4,13.1,0.042,11,10
1589330,1.238099699,1114,"DEAD RUN AT FRANKLINTOWN, MD",14.2,2,39.311222,-76.716639,MD,Non-ref,SEPlains,115.14,115.01,12.73,12.8,18.52,0.049,18.6,6.6,0.14,6.9,778.7,11.5,0.039,11,10
1589500,0.326914088,566,"SAWMILL CREEK AT GLEN BURNIE, MD",12.6,2,39.17,-76.630611,MD,Non-ref,SEPlains,108.84,109.21,13.02,13.1,18.68,0.032,18.7,7.58,0.168,8,793,11,0.036,20,10
1589795,0.772030937,981,"SOUTH FORK JABEZ BRANCH AT MILLERSVILLE, MD",2.5,2,39.06825,-76.651528,MD,Non-ref,SEPlains,111.66,111.4,13.01,13,18.81,0.02,18.8,7.75,0.071,7.8,788.8,11,0.043,13,10
1591400,0.400892275,699,"CATTAIL CREEK NEAR GLENWOOD, MD",59.1,2,39.255972,-77.051056,MD,Ref,SEPlains,114.33,113.99,12,12.2,17.85,0.184,18.2,6.48,0.062,6.4,741.9,13.6,0.045,20,10
1594950,0.387935835,683,"MCMILLAN F NEAR FORT PENDLETON, MD",6.1,2,39.27669,-79.39031,MD,Ref,EastHghlnds,126.56,125.89,8.26,8.2,14.36,0.296,14.9,2,0.272,1.8,575.6,25,0.084,20,10
1596500,0.377200586,665,"SAVAGE RIVER NEAR BARTON, MD",124.7,2,39.570056,-79.101944,MD,Ref,EastHghlnds,112.7,104.3,8.28,8.8,13.76,0.42,15,3.23,0.13,3.4,583.3,23.1,0.068,20,10
1605500,0.309075152,512,"SOUTH BRANCH POTOMAC RIVER AT FRANKLIN, WV",463.8,2,38.635672,-79.33782,WV,Ref,EastHghlnds,106.7,90.41,9.19,10.2,15.35,1.178,17.6,2.61,0.607,3.7,604.9,20.3,0.057,20,10
1606000,0.328901534,571,"N F SOUTH BR POTOMAC R AT CABINS, WV",805,2,38.984555,-79.233651,WV,Ref,EastHghlnds,109.24,93.61,8.85,10.5,14.64,1.72,18.3,2.25,1.179,4.3,591.4,20.9,0.067,11,10
1606500,0.307341948,507,"SO. BRANCH POTOMAC RIVER NR PETERSBURG, WV",1684.5,2,38.991221,-79.175871,WV,Ref,EastHghlnds,105.09,91.86,9.28,11.2,15.32,1.671,18.4,2.68,1.068,4.5,608.1,19.5,0.071,20,10
1610155,0.497378726,806,"SIDELING HILL CREEK NEAR BELLEGROVE, MD",266.2,2,39.649528,-78.344139,MD,Ref,EastHghlnds,99.12,97.37,10.72,11.1,16.73,0.563,17.7,4.61,0.198,4.8,690.1,16.4,0.078,10,10
1611500,0.325690368,560,"CACAPON RIVER NEAR GREAT CACAPON, WV",1748.5,2,39.582316,-78.309731,WV,Ref,EastHghlnds,99.37,94.93,10.44,11,17.1,0.793,17.8,3.89,0.835,5.2,665.8,15.6,0.094,19,10
1613050,0.381240199,673,"Tonoloway Creek near Needmore, PA",27.9,2,39.898421,-78.132229,PA,Ref,EastHghlnds,101.84,99.98,10.21,10.7,16.01,0.934,17.1,4.37,0.47,4.5,669.3,18,0.075,20,10
1613900,0.523175506,829,"HOGUE CREEK NEAR HAYFIELD, VA",41.5,2,39.214548,-78.288059,VA,Ref,EastHghlnds,101.27,100,11.17,11.3,17.52,0.892,18,5.36,0.211,5.5,699.6,14.3,0.081,17,10
1617800,0.140712307,199,"MARSH RUN AT GRIMES, MD",48.4,2,39.514556,-77.777222,MD,Non-ref,EastHghlnds,102.06,102.67,11.76,11.8,18.25,0.106,18.4,5.64,0.096,5.5,741.9,14,0.072,20,10
1620500,0.330578081,581,"NORTH RIVER NEAR STOKESVILLE, VA",44.7,2,38.337626,-79.240036,VA,Ref,EastHghlnds,115.14,107.42,9.03,9.9,14.46,1.178,17,2.45,0.668,3.5,600.2,19,0.06,20,10
1632000,0.416441472,727,"N F SHENANDOAH RIVER AT COOTES STORE, VA",543.4,2,38.637063,-78.852803,VA,Ref,EastHghlnds,100.02,95.63,10.37,11.6,17.12,1.116,18.6,4.03,0.601,5,653.6,14.7,0.101,20,10
1632900,0.284538895,457,"SMITH CREEK NEAR NEW MARKET, VA",245,2,38.69345,-78.642794,VA,Ref,EastHghlnds,100.85,94.48,11.62,12,18.45,0.577,18.8,4.92,0.347,5,713.3,13.6,0.087,20,10
1634500,0.40888476,717,"CEDAR CREEK NEAR WINCHESTER, VA",264,2,39.081218,-78.329449,VA,Ref,EastHghlnds,101.97,97.71,10.91,11.8,17.67,0.799,18.3,4.59,0.736,5.5,682.8,14.5,0.077,20,10
1638480,0.47308112,786,"CATOCTIN CREEK AT TAYLORSTOWN, VA",232,2,39.254547,-77.576378,VA,Ref,SEPlains,107.73,107.82,12.55,12.6,18.48,0.51,18.9,6.28,0.139,6,767.1,12.2,0.064,20,10
1639500,0.443749144,756,"BIG PIPE CREEK AT BRUCEVILLE, MD",267.2,2,39.612361,-77.237444,MD,Ref,SEPlains,110.23,111.37,11.28,11.2,17.45,0.226,18,5.7,0.299,5.4,717.3,15.4,0.047,20,10
1644000,0.405088529,711,"GOOSE CREEK NEAR LEESBURG, VA",859.2,2,39.019553,-77.577492,VA,Ref,SEPlains,108.27,108.24,12.21,12.5,18.55,0.605,18.7,6.13,0.179,5.8,748.4,12.4,0.071,20,10
1650500,0.786045273,987,"NW BRANCH ANACOSTIA RIVER NEAR COLESVILLE, MD",54.8,2,39.065667,-77.029333,MD,Non-ref,SEPlains,111.37,110.8,12.19,12.3,18.24,0.091,18.4,6.68,0.053,6.6,746.2,12.3,0.046,11,10
1651800,0.970514663,1065,"WATTS BRANCH AT WASHINGTON, DC",8.6,2,38.901111,-76.942194,DC,Non-ref,SEPlains,110.1,109.95,13.13,13.3,19.23,0.085,19.4,7.34,0.137,7.6,791.9,11,0.052,17,10
1652500,1.075303889,1087,"FOURMILE RUN AT ALEXANDRIA, VA",34.6,2,38.843333,-77.085861,VA,Non-ref,SEPlains,108.81,105.84,13.1,13.3,19.09,0.141,19.2,7.42,0.149,7.9,793.4,10.2,0.05,11,10
1658500,0.786933871,989,"S F QUANTICO CREEK NEAR INDEPENDENT HILL, VA",19.3,2,38.587343,-77.428596,VA,Ref,SEPlains,109.95,109.72,13.02,13.1,19.3,0.072,19.4,7,0.06,7,784.1,10.1,0.05,20,10
1662800,0.400608322,698,"BATTLE RUN NEAR LAUREL MILLS, VA",66.7,2,38.655676,-78.073887,VA,Ref,SEPlains,108.69,106.75,11.81,12.1,18.87,0.419,19.3,5.88,0.231,6.3,721.9,12.3,0.094,17,10
1664000,0.330049053,577,"RAPPAHANNOCK RIVER AT REMINGTON, VA",1605.1,2,38.53068,-77.813605,VA,Ref,SEPlains,113.59,110.91,11.94,12.8,18.78,0.877,19.3,5.96,0.636,6.1,730.4,11.8,0.081,20,10
1665500,0.296777242,487,"RAPIDAN RIVER NEAR RUCKERSVILLE, VA",296.6,2,38.280686,-78.340007,VA,Ref,EastHghlnds,127.27,114.34,11.33,12.9,17.97,1.678,19.5,5.33,1.026,6.8,699.6,11.1,0.068,16,10
1666500,0.309029913,511,"ROBINSON RIVER NEAR LOCUST DALE, VA",463.1,2,38.32513,-78.095556,VA,Ref,SEPlains,117.13,114.57,12.18,13.1,18.89,1.34,19.8,6.07,0.927,6.7,738.9,11.1,0.068,20,10
1667500,0.322253574,549,"RAPIDAN RIVER NEAR CULPEPER, VA",1209.7,2,38.350408,-77.974997,VA,Ref,SEPlains,118.55,113.81,12.24,13.2,18.88,1.315,20,6.12,0.933,6.4,741.6,10.6,0.065,20,10
1669000,0.251665911,383,"PISCATAWAY CREEK NEAR TAPPAHANNOCK, VA",71.8,2,37.877082,-76.900521,VA,Ref,SEPlains,112.63,112.67,14.03,14.1,20.22,0.054,20.2,7.71,0.129,8,818.3,7.8,0.047,20,10
1669520,0.169035314,236,"DRAGON SWAMP AT MASCOT, VA",277.4,2,37.633753,-76.696347,VA,Ref,SEPlains,114.38,116.06,14.25,14.5,20.33,0.09,20.6,7.99,0.223,8.2,826.2,6.8,0.046,20,10
1673638,0.266501026,420,"COHOKE MILL CREEK NEAR LESTER MANOR, VA",22.3,2,37.62681,-76.962467,VA,Ref,SEPlains,113.87,114.33,14.21,14.3,20.56,0.056,20.7,8,0.104,8.1,824.7,7,0.044,11,10
2011400,0.306339955,505,"JACKSON RIVER NEAR BACOVA, VA",407.7,2,38.042347,-79.881444,VA,Ref,EastHghlnds,108.4,101.51,9.68,10.9,15.86,1.149,17.8,2.98,0.719,4,625.4,18.4,0.053,20,10
2011460,0.458928232,774,"BACK CREEK NEAR SUNRISE, VA",156.3,2,38.245401,-79.768663,VA,Ref,EastHghlnds,112.42,106.87,8.62,9,14.74,1.031,16.7,2.12,0.526,2.8,586,21.1,0.056,20,10
2013000,0.44039525,753,"DUNLAP CREEK NEAR COVINGTON, VA",424.8,2,37.802902,-80.047004,VA,Ref,EastHghlnds,105.39,96.94,10.8,12.2,17.21,1.076,19.3,4.33,0.453,5.1,665.6,14.4,0.066,20,10
2014000,0.298873284,492,"POTTS CREEK NEAR COVINGTON, VA",396.8,2,37.729014,-80.04228,VA,Ref,EastHghlnds,108.69,96.18,10.58,12.1,17.04,1.278,19.6,4.76,0.57,5.5,653.7,13.1,0.064,20,10
2015700,0.34177877,604,"BULLPASTURE RIVER AT WILLIAMSVILLE, VA",285.4,2,38.195403,-79.570323,VA,Ref,EastHghlnds,105.55,98.66,9.64,10.8,15.94,1.135,17.8,2.9,0.655,4.1,622.5,19,0.053,20,10
2016000,0.364365776,640,"COWPASTURE RIVER NEAR CLIFTON FORGE, VA",1194.6,2,37.791796,-79.759492,VA,Ref,EastHghlnds,106.39,99.66,10.73,13,17.14,1.501,20.2,3.97,1.015,6.1,667.7,16,0.054,20,10
2017500,0.289617819,471,"JOHNS CREEK AT NEW CASTLE, VA",276.1,2,37.50624,-80.106715,VA,Ref,EastHghlnds,109.84,102.3,10.45,11.8,17.37,1.253,19.6,4.88,0.603,6.4,644.8,12.7,0.069,20,10
2018000,0.30427272,501,"CRAIG CREEK AT PARR, VA",852.3,2,37.665962,-79.911439,VA,Ref,EastHghlnds,108.92,101.81,11.02,12.8,17.82,1.311,19.9,5.44,0.667,6,668.2,11.3,0.068,20,10
2027000,0.279628814,447,"TYE RIVER NEAR LOVINGSTON, VA",240.8,2,37.715419,-78.981691,VA,Ref,EastHghlnds,131.5,120.72,11.23,13.1,18.06,1.85,20.5,6.14,0.597,6.8,683.2,12.8,0.061,20,10
2027500,0.204801279,296,"PINEY RIVER AT PINEY RIVER, VA",123.3,2,37.702363,-79.027525,VA,Ref,EastHghlnds,139.9,121.1,11.04,13,17.42,1.927,20.5,5.83,0.718,6.8,671.2,12.3,0.068,20,10
2028500,0.287057043,466,"ROCKFISH RIVER NEAR GREENFIELD, VA",245.5,2,37.869585,-78.823354,VA,Ref,EastHghlnds,122.84,120.59,11.84,12.7,18.98,0.969,20.1,6.13,0.756,6.7,713.2,11.1,0.058,20,10
2032640,0.394554263,687,"N F RIVANNA RIVER NEAR EARLYSVILLE, VA",280.3,2,38.163467,-78.424732,VA,Ref,SEPlains,124.55,115.43,12.17,13.3,18.75,1.116,19.6,5.98,0.934,7.1,734.2,9.2,0.073,16,10
2038850,0.513148788,819,"HOLIDAY CREEK NEAR ANDERSONVILLE, VA",22,2,37.415424,-78.635839,VA,Ref,SEPlains,115.47,115.06,13.02,13.1,19.69,0.155,20,6.88,0.033,6.9,766.9,9,0.043,20,10
2046000,0.453632081,770,"STONY CREEK NEAR DINWIDDIE, VA",288.5,3,37.067094,-77.602489,VA,Ref,SEPlains,115.71,115.94,13.83,14.1,20.76,0.141,21.1,7.37,0.171,7.7,801.7,7,0.034,20,10
2051000,0.818072233,1004,"NORTH MEHERRIN RIVER NEAR LUNENBURG, VA",144.8,3,36.997374,-78.349718,VA,Ref,SEPlains,114.9,114.8,13.54,13.7,20.24,0.157,20.5,7.19,0.042,7.3,790.7,8,0.018,20,10
2051500,0.46009689,776,"MEHERRIN RIVER NEAR LAWRENCEVILLE, VA",1428.7,3,36.716814,-77.831658,VA,Ref,SEPlains,115.55,117.48,13.78,14.1,20.76,0.285,21.3,7.6,0.224,7.9,798.7,6.8,0.03,20,10
2053200,0.210535062,305,"POTECASI CREEK NEAR UNION, NC",583.7,3,36.370833,-77.025556,NC,Ref,SECstPlain,119.78,122.08,14.96,14.9,21.75,0.192,21.5,8.78,0.113,9,844.5,3.9,0.062,20,10
2053800,0.315977425,536,"S F ROANOKE RIVER NEAR SHAWSVILLE, VA",280.7,3,37.140132,-80.266433,VA,Ref,EastHghlnds,108.52,96.84,10.82,11.6,17.62,0.837,19.2,5.56,0.443,6.3,655.2,12.4,0.069,20,10
2055100,0.288194034,469,"TINKER CREEK NEAR DALEVILLE, VA",30.5,3,37.417633,-79.935319,VA,Ref,EastHghlnds,106.1,107.56,12.42,12.4,19.2,0.385,19.7,6.22,0.11,6.4,730.7,9,0.068,20,10
2056900,0.327115833,568,"BLACKWATER RIVER NEAR ROCKY MOUNT, VA",298.1,3,37.045141,-79.844199,VA,Ref,SEPlains,114.1,117.69,12.33,13.1,18.98,0.855,19.8,6.66,0.419,6.9,724,8.2,0.069,20,10
2059500,0.373898613,659,"GOOSE CREEK NEAR HUDDLESTON, VA",485.4,3,37.1732,-79.520308,VA,Ref,SEPlains,114.91,109.84,13.13,13.4,19.66,0.67,20.3,6.81,0.307,6.9,762.7,8.2,0.055,20,10
2064000,0.452192743,767,"FALLING RIVER NEAR NARUNA, VA",427.8,3,37.12681,-78.959737,VA,Ref,SEPlains,114.22,114.99,13.14,13.4,19.79,0.217,20.1,6.9,0.17,6.7,771.4,9,0.035,20,10
2065500,0.348429668,617,"CUB CREEK AT PHENIX, VA",252.6,3,37.079311,-78.763618,VA,Ref,SEPlains,115.16,115.91,13.17,13.3,19.96,0.214,20.4,6.84,0.066,6.9,773.3,8.4,0.036,20,10
2069700,0.275207858,438,"SOUTH MAYO RIVER NEAR NETTLERIDGE, VA",221.1,3,36.570971,-80.129493,VA,Ref,SEPlains,131.88,123.86,12.7,13.3,19.3,0.78,20.2,6.75,0.511,7,739.7,7.5,0.065,20,10
2070000,0.339014316,597,"NORTH MAYO RIVER NEAR SPENCER, VA",270.6,3,36.568194,-79.987265,VA,Ref,SEPlains,124.74,120.1,13.04,13.4,19.89,0.387,20.3,6.87,0.166,7,758.1,8.4,0.067,20,10
2070500,0.312443132,524,"MAYO RIVER NEAR PRICE, NC",672.6,3,36.533889,-79.991389,NC,Ref,SEPlains,126.73,120.21,13,13.5,19.74,0.627,20.5,6.86,0.335,7,755.1,8,0.065,16,10
2074500,0.450954429,763,"SANDY RIVER NEAR DANVILLE, VA",288.5,3,36.619583,-79.504193,VA,Ref,SEPlains,117.3,115.97,13.5,14,20.35,0.209,21.1,7.27,0.231,7.9,781.6,7.3,0.048,20,10
2077200,0.688967273,941,"HYCO CREEK NEAR LEASBURG, NC",121.7,3,36.397778,-79.196667,NC,Ref,SEPlains,118,117.62,14.43,14.3,21.24,0.062,21.3,8.34,0.031,8.3,821.6,5,0.04,20,10
208111310,0.310816006,517,"CASHIE RIVER AT SR1257 NEAR WINDSOR, NC",288.5,3,36.047778,-76.984167,NC,Ref,SECstPlain,121.44,123.06,15.1,15.4,21.97,0.163,21.8,9.04,0.081,9.1,845.4,3,0.083,20,10
2081500,0.689816819,943,"TAR RIVER NEAR TAR RIVER, NC",428.4,3,36.194167,-78.583056,NC,Ref,SEPlains,118.9,118.9,14.39,14.5,21.15,0.177,21.5,8.48,0.139,8.6,819.9,5.1,0.039,20,10
2082770,0.288433133,470,"SWIFT CREEK AT HILLIARDSTON, NC",447.1,3,36.112222,-77.92,NC,Ref,SEPlains,117.87,117.95,14.53,15,21.52,0.169,21.9,8.68,0.19,9,825.9,4.8,0.051,18,10
2082950,0.386517026,678,"LITTLE FISHING CREEK NEAR WHITE OAK, NC",460.9,3,36.183333,-77.876111,NC,Ref,SEPlains,118.57,118.3,14.75,15,21.4,0.144,21.7,8.47,0.171,8.8,834.2,4.9,0.057,20,10
2084160,0.507533778,811,"CHICOD CR AT SR1760 NEAR SIMPSON, NC",109,3,35.561667,-77.230833,NC,Ref,SECstPlain,126.5,126.06,15.99,15.9,22.91,0.055,22.9,10.54,0.23,10.4,885.2,2,0.097,16,10
2084557,0.151953989,212,"VAN SWAMP NEAR HOKE, NC",56.1,3,35.730833,-76.746111,NC,Ref,SECstPlain,127.11,127.73,15.97,16,22.16,0.098,22.1,9.54,0.128,9.7,883.3,2,0.098,20,10
208650112,0.873446128,1026,"FLAT RIVER TRIB NR WILLARDVILLE, NC",3.1,3,36.131944,-78.833333,NC,Ref,SEPlains,120.28,120.54,14.6,14.6,21.52,0.077,21.7,8.49,0.031,8.4,830.6,6,0.044,16,10
208735012,1.243725546,1115,"ROCKY BRANCH BELOW PULLEN DRIVE AT RALEIGH, NC",3.1,3,35.78,-78.666389,NC,Non-ref,SEPlains,118.68,118.78,15.46,15.5,21.58,0.07,21.7,9.22,0.026,9.2,861.9,3.2,0.037,13,10
2091000,0.372963905,655,"NAHUNTA SWAMP NEAR SHINE, NC",203.4,3,35.488889,-77.806111,NC,Ref,SEPlains,123.99,124.31,15.88,15.9,22.73,0.089,23,9.71,0.038,9.8,883.2,2.1,0.072,19,10
2092500,0.220446157,322,"TRENT RIVER NEAR TRENTON, NC",447.6,3,35.064167,-77.461389,NC,Ref,SECstPlain,132.17,133.6,16.13,16.2,23.15,0.085,23.3,9.84,0.064,9.9,886,2,0.106,20,10
2096846,0.872122082,1025,"CANE CREEK NEAR ORANGE GROVE, NC",19.6,3,35.987222,-79.206111,NC,Ref,SEPlains,119.67,119.51,14.54,14.5,21.31,0.089,21.5,8.41,0.053,8.5,827.3,5,0.038,20,10
2102908,0.285693382,461,"FLAT CREEK NEAR INVERNESS, NC",19.7,3,35.182778,-79.1775,NC,Ref,SEPlains,121.48,121.21,16.07,16.1,22.77,0.076,22.9,9.48,0.115,9.7,894.2,2,0.063,20,10
2105900,0.398635534,691,"HOOD CREEK NEAR LELAND, NC",58.9,3,34.278611,-78.125278,NC,Ref,SECstPlain,142.96,141.98,16.78,16.8,23.35,0.099,23.5,10.88,0.106,10.9,909.7,1,0.143,16,10
2108000,0.149204258,211,"NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN, NC",1569.5,3,34.828889,-77.832222,NC,Ref,SEPlains,130.55,138.09,16.11,16.3,23.09,0.171,23.5,9.75,0.032,9.8,886,2,0.105,20,10
2110500,0.065527898,51,"WACCAMAW RIVER NEAR LONGS, SC",2908.3,3,33.912672,-78.715017,SC,Ref,SECstPlain,133.3,139.17,16.6,16.8,23.48,0.13,23.3,10.38,0.351,11.2,899.7,1,0.114,20,10
2111180,0.290195845,472,"ELK CREEK AT ELKVILLE, NC",131.5,3,36.071389,-81.403056,NC,Ref,EastHghlnds,127.02,128.08,12.25,13.5,18.74,1.341,20.6,5.86,0.818,7.1,705.6,9.1,0.077,20,10
2111500,0.246375431,374,"REDDIES RIVER AT NORTH WILKESBORO, NC",233.7,3,36.175,-81.168889,NC,Ref,EastHghlnds,129.88,131.59,12.28,13.2,19.15,1.195,20.4,5.76,0.879,6.4,712.1,9,0.068,20,10
2112120,0.26985902,428,"ROARING RIVER NEAR ROARING RIVER, NC",322.3,3,36.250278,-81.044444,NC,Ref,EastHghlnds,127.07,129.35,12.42,13.4,19.31,1.262,20.6,5.9,0.78,6.6,721.2,9.5,0.064,20,10
2112360,0.242329243,362,"MITCHELL RIVER NEAR STATE ROAD, NC",205.3,3,36.311389,-80.807222,NC,Ref,SEPlains,125.36,125.87,12.77,13.8,19.58,0.937,20.8,6.31,0.576,7.2,736.3,9,0.059,20,10
2118500,0.326772452,565,"HUNTING CREEK NEAR HARMONY, NC",400.5,3,36.000556,-80.745556,NC,Ref,SEPlains,125.61,119.56,13.59,14.3,20.64,0.617,21.7,7.44,0.524,8.1,776.5,7.5,0.055,20,10
2125000,0.943812909,1051,"BIG BEAR CR NR RICHFIELD, NC",144.5,3,35.334722,-80.335556,NC,Ref,SEPlains,121.74,122.12,15.43,15.6,22.29,0.133,22.6,9.1,0.155,9.4,863.8,4.7,0.034,20,10
2128000,0.674332393,931,"LITTLE RIVER NEAR STAR, NC",273.5,3,35.387222,-79.831389,NC,Ref,SEPlains,120.27,120.97,15.39,15.5,21.94,0.195,22.4,8.98,0.11,8.9,857.5,4,0.038,20,10
2137727,0.271459247,430,"CATAWBA R NR PLEASANT GARDENS, NC",329.5,3,35.685833,-82.060278,NC,Ref,EastHghlnds,130.23,132.16,13.18,14.4,19.6,1.699,21.5,6.36,1.082,7.7,737.9,7.1,0.05,20,10
2140991,0.275124743,437,"JOHNS RIVER AT ARNEYS STORE, NC",522,3,35.833611,-81.711944,NC,Ref,EastHghlnds,129.94,126.96,12.64,14.6,19.16,1.856,21.3,6.17,1.123,7.7,722.7,8.6,0.062,20,10
2142000,0.311274044,521,"LOWER LITTLE RIVER NR ALL HEALING SPRINGS, NC",72.5,3,35.945556,-81.236944,NC,Ref,EastHghlnds,131.3,128,13.09,13.6,20.22,0.573,20.9,7.32,0.54,7.7,751.9,8,0.074,18,10
